checkin,checkout,nights,adults,rank,property,type,stars,score,reviews,distance_km,room,total_eur,taxes_included,free_cancellation,breakfast,url,source,fetched_at
2026-10-24,2026-10-26,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-24,2026-10-26,2,1,3,"Nènè House Roma-Farfalla, appartamento in comune",guesthouse,,6.5,4,0.9,Camera Matrimoniale con Bagno Privato,128.18,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/nene-house-roma-farfalla.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-24,2026-10-26,2,1,4,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,132.81,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-24,2026-10-26,2,1,5,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-24,2026-10-26,2,1,6,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-24,2026-10-26,2,1,7,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-24,2026-10-26,2,1,8,La Quiete,guesthouse,3T,8,420,0.25,Camera Singola Economy,154.55,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-quiete-roma.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
2026-10-25,2026-10-27,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-25,2026-10-27,2,1,2,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-25,2026-10-27,2,1,3,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,132.81,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-25,2026-10-27,2,1,4,Days In Rome,guesthouse,4T,8.3,334,1.2,Camera Matrimoniale con Balcone,136.36,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/days-in-rome.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:22.834Z
2026-10-25,2026-10-27,2,1,5,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-25,2026-10-27,2,1,6,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-25,2026-10-27,2,1,7,Il Magnificus Boutique,guesthouse,4T,9.2,476,0.35,Camera King Deluxe ,142.27,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/il-magnificus-boutique.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-25,2026-10-27,2,1,8,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-25&checkout=2026-10-27&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:09.391Z
2026-10-26,2026-10-28,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-26,2026-10-28,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-26,2026-10-28,2,1,3,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-26,2026-10-28,2,1,4,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,132.81,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-26,2026-10-28,2,1,5,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-26,2026-10-28,2,1,6,Days In Rome,guesthouse,4T,8.3,334,1.2,Camera Matrimoniale con Balcone,136.36,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/days-in-rome.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:43.601Z
2026-10-26,2026-10-28,2,1,7,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-26,2026-10-28,2,1,8,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,138.18,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-10-26&checkout=2026-10-28&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:58:36.313Z
2026-10-27,2026-10-29,2,1,1,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Singola con Bagno Privato,109.09,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,2,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,3,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Singola con Bagno Privato,111.71,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,4,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,114.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,5,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,6,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,7,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:03.270Z
2026-10-27,2026-10-29,2,1,8,Days In Rome,guesthouse,4T,8.3,334,1.2,Camera Matrimoniale con Balcone,136.36,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/days-in-rome.it.html?checkin=2026-10-27&checkout=2026-10-29&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:11.057Z
2026-10-28,2026-10-30,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:24.574Z
2026-10-28,2026-10-30,2,1,2,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,114.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:24.574Z
2026-10-28,2026-10-30,2,1,3,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:24.574Z
2026-10-28,2026-10-30,2,1,4,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:24.574Z
2026-10-28,2026-10-30,2,1,5,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:24.574Z
2026-10-28,2026-10-30,2,1,6,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,136.36,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:31.324Z
2026-10-28,2026-10-30,2,1,7,Days In Rome,guesthouse,4T,8.3,334,1.2,Camera Matrimoniale con Balcone,136.36,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/days-in-rome.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:37.056Z
2026-10-28,2026-10-30,2,1,8,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-28&checkout=2026-10-30&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:24.574Z
2026-10-29,2026-10-31,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-29,2026-10-31,2,1,2,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,114.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-29,2026-10-31,2,1,3,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-29,2026-10-31,2,1,4,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-29,2026-10-31,2,1,5,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-29,2026-10-31,2,1,6,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,136.36,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:58.196Z
2026-10-29,2026-10-31,2,1,7,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,138.18,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-29,2026-10-31,2,1,8,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-29&checkout=2026-10-31&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:59:51.086Z
2026-10-30,2026-11-01,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-30,2026-11-01,2,1,2,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,114.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-30,2026-11-01,2,1,3,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-30,2026-11-01,2,1,4,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-30,2026-11-01,2,1,5,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-30,2026-11-01,2,1,6,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,136.36,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:23.201Z
2026-10-30,2026-11-01,2,1,7,B&B Anturium,B&B,4T,8.6,173,0.5,Camera Singola,136.85,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/b-amp-b-anturium.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-30,2026-11-01,2,1,8,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-30&checkout=2026-11-01&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:16.402Z
2026-10-31,2026-11-02,2,1,1,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,119.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-10-31,2026-11-02,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-10-31,2026-11-02,2,1,3,Unique Stay Tiburtina,B&B,,8.6,121,0.7,Camera Matrimoniale Standard con Bagno in Comune,129.09,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/unique-stay-tiburtina.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-10-31,2026-11-02,2,1,4,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,131.82,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:50.154Z
2026-10-31,2026-11-02,2,1,5,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-10-31,2026-11-02,2,1,6,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,136.69,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-10-31,2026-11-02,2,1,7,B&B Anturium,B&B,4T,8.6,173,0.5,Camera Matrimoniale con Bagno Privato Esterno ,136.84,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/b-amp-b-anturium.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-10-31,2026-11-02,2,1,8,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-31&checkout=2026-11-02&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:00:37.023Z
2026-11-01,2026-11-03,2,1,1,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,106.65,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-11-01&checkout=2026-11-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:01:02.821Z
2026-11-01,2026-11-03,2,1,2,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,112.46,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-11-01&checkout=2026-11-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:01:02.821Z
2026-11-01,2026-11-03,2,1,3,B&B Anturium,B&B,4T,8.6,173,0.5,Camera Matrimoniale con Bagno Privato Esterno ,118.41,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/b-amp-b-anturium.it.html?checkin=2026-11-01&checkout=2026-11-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:01:02.821Z
2026-11-01,2026-11-03,2,1,4,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,120.77,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-11-01&checkout=2026-11-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:01:02.821Z
2026-11-01,2026-11-03,2,1,5,"Nènè House Roma-Farfalla, appartamento in comune",guesthouse,,6.5,4,0.9,Camera Matrimoniale con Bagno Privato,123.64,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/nene-house-roma-farfalla.it.html?checkin=2026-11-01&checkout=2026-11-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:01:02.821Z
2026-11-01,2026-11-03,2,1,6,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-11-01&checkout=2026-11-03&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:01:02.821Z
