checkin,checkout,nights,adults,rank,property,type,stars,score,reviews,distance_km,room,total_eur,taxes_included,free_cancellation,breakfast,url,source,fetched_at
2026-10-15,2026-10-17,2,1,6,Gmm,guesthouse,3T,7.9,207,1.3,Camera Deluxe ,154.55,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-15&checkout=2026-10-17&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:53:46.098Z
2026-10-15,2026-10-17,2,1,7,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,154.73,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-15&checkout=2026-10-17&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:53:32.100Z
2026-10-15,2026-10-17,2,1,8,B&B Anturium,B&B,4T,8.6,173,0.5,Camera Singola,167.55,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/b-amp-b-anturium.it.html?checkin=2026-10-15&checkout=2026-10-17&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:53:32.100Z
2026-10-16,2026-10-18,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Deluxe ,142.19,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,2,GH Hotel San Giusto,hotel,3,7.1,1320,0.9,Camera Classic Matrimoniale/Doppia con Letti Singoli ,150.00,no: city tax € 12 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/hotelsangiustorome.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,3,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,158.91,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,4,PiazzaBolognaStay,guesthouse,4T,8.3,163,1,Camera Matrimoniale con Bagno Privato,180.65,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/piazzabolognastay.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,5,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Ampia Camera Matrimoniale,181.82,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,6,BARONE HOUSE,guesthouse,4T,8.3,452,0.7,Camera Deluxe ,182.66,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/barone-house.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,7,B&B Anturium,B&B,4T,8.6,173,0.5,Camera Singola,185.97,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/b-amp-b-anturium.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-16,2026-10-18,2,1,8,Jadore Monic,guesthouse,4T,8.4,1121,0.7,Camera Singola con Bagno Privato,189.98,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/jadore-monic-roma1.it.html?checkin=2026-10-16&checkout=2026-10-18&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:04.100Z
2026-10-17,2026-10-19,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Deluxe ,142.19,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,2,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,158.91,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,3,GH Hotel San Giusto,hotel,3,7.1,1320,0.9,Camera Singola,159.18,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/hotelsangiustorome.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,4,alloggio la carica dei 101,guesthouse,3T,6.4,154,0.45,Ampia Camera Matrimoniale,163.64,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/intero-alloggio-la-carica-dei-101.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,5,Bologna Guest House Roma,guesthouse,,0,0,0.7,Camera Matrimoniale con Bagno Privato,175.45,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/bologna-guest-house-roma.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,6,La Dimora del Re,guesthouse,4T,8.8,164,0.7,Camera Matrimoniale,180.00,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-dimora-del-re-roma1.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,7,Atrium Regal Room,B&B,4T,7.7,45,0.4,Camera King Superior ,180.65,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/atrium-regal-room.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-17,2026-10-19,2,1,8,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Ampia Camera Matrimoniale,181.82,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-17&checkout=2026-10-19&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:31.704Z
2026-10-18,2026-10-20,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:58.866Z
2026-10-18,2026-10-20,2,1,2,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:58.866Z
2026-10-18,2026-10-20,2,1,3,Days In Rome,guesthouse,4T,8.3,334,1.2,Camera Doppia con Letti Singoli con Bagno Privato ,138.18,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/days-in-rome.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:04.718Z
2026-10-18,2026-10-20,2,1,4,Affittacamere Tiburstation 2,guesthouse,4T,8.3,71,1,Camera Matrimoniale Classic,139.05,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburstation-2.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:11.999Z
2026-10-18,2026-10-20,2,1,5,Romulea Guest House,guesthouse,,6.2,675,0.4,Camera Matrimoniale con Bagno in Comune ,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:58.866Z
2026-10-18,2026-10-20,2,1,6,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Matrimoniale con Bagno Privato,149.92,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:58.866Z
2026-10-18,2026-10-20,2,1,7,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Matrimoniale,150.55,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:58.866Z
2026-10-18,2026-10-20,2,1,8,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,154.73,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-18&checkout=2026-10-20&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:54:58.866Z
2026-10-19,2026-10-21,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,3,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,4,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,130.41,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,5,Affittacamere Tiburstation,guesthouse,3T,7.8,179,0.9,Camera Singola,135.08,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tibur-station.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,6,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,7,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,138.18,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-19,2026-10-21,2,1,8,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-19&checkout=2026-10-21&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:26.803Z
2026-10-20,2026-10-22,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,2,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,3,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,4,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,138.18,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,5,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,6,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,7,Romulea Guest House,guesthouse,,6.2,675,0.4,Camera Matrimoniale con Bagno in Comune ,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-20,2026-10-22,2,1,8,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Bagno Privato,150.55,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-20&checkout=2026-10-22&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:55:48.625Z
2026-10-21,2026-10-23,2,1,1,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Singola con Bagno Privato,111.71,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,3,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,4,AFFITTACAMERE A CASA MIA,guesthouse,4T,8.8,478,0.35,Camera Singola Standard,137.12,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/affittacamere-a-casa-mia.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,5,Affittacamere Roma Tiburtina,guesthouse,3T,6.5,755,0.2,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,138.18,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/affittacamere-roma-tiburtina.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,6,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,7,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-21,2026-10-23,2,1,8,Romulea Guest House,guesthouse,,6.2,675,0.4,Camera Matrimoniale con Letto Supplementare,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-21&checkout=2026-10-23&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:15.407Z
2026-10-22,2026-10-24,2,1,1,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Singola con Bagno Privato,118.48,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-22,2026-10-24,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-22,2026-10-24,2,1,3,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-22,2026-10-24,2,1,4,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-22,2026-10-24,2,1,5,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-22,2026-10-24,2,1,6,Gmm,guesthouse,3T,7.9,207,1.3,Camera Deluxe ,154.55,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:58.646Z
2026-10-22,2026-10-24,2,1,7,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Bagno Privato,154.73,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-22,2026-10-24,2,1,8,Kosafina Rooms,B&B,4T,9.6,21,0.45,Camera Matrimoniale Deluxe con Balcone,156.40,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kosafina-rooms.it.html?checkin=2026-10-22&checkout=2026-10-24&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:56:42.952Z
2026-10-23,2026-10-25,2,1,1,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Singola con Bagno Privato,125.24,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-23,2026-10-25,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-23,2026-10-25,2,1,3,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-23,2026-10-25,2,1,4,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-23,2026-10-25,2,1,5,Suite and room,B&B,3T,7.6,259,0.7,Camera Singola Deluxe,148.14,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kiss-and-room.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-23,2026-10-25,2,1,6,La Quiete,guesthouse,3T,8,420,0.25,Camera Singola Economy,154.55,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-quiete-roma.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-23,2026-10-25,2,1,7,Gmm,guesthouse,3T,7.9,207,1.3,Camera Deluxe ,154.55,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:28.109Z
2026-10-23,2026-10-25,2,1,8,Kosafina Rooms,B&B,4T,9.6,21,0.45,Camera Matrimoniale Deluxe con Balcone,156.40,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kosafina-rooms.it.html?checkin=2026-10-23&checkout=2026-10-25&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:12.915Z
2026-10-24,2026-10-26,2,1,1,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Singola con Bagno Privato,118.48,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-10-24&checkout=2026-10-26&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:57:42.490Z
