checkin,checkout,nights,adults,rank,property,type,stars,score,reviews,distance_km,room,total_eur,taxes_included,free_cancellation,breakfast,url,source,fetched_at
2026-11-23,2026-11-25,2,2,5,Locanda Miccheletto,guesthouse,,9.2,96,0.9,Camera Matrimoniale Standard,123.76,no: city tax € 28 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/locanda-miccheletto.it.html?checkin=2026-11-23&checkout=2026-11-25&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:16.848Z
2026-11-23,2026-11-25,2,2,6,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,124.09,no: city tax € 28 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-11-23&checkout=2026-11-25&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:16.848Z
2026-11-23,2026-11-25,2,2,7,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,124.26,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-11-23&checkout=2026-11-25&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:16.848Z
2026-11-23,2026-11-25,2,2,8,Relais Tiburtina,B&B,3T,8.1,577,0.3,Camera Doppia/Matrimoniale con balcone,133.16,no: city tax € 24 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-guest-house.it.html?checkin=2026-11-23&checkout=2026-11-25&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:16.848Z
2026-11-24,2026-11-26,2,2,1,B&B Anturium,B&B,4T,8.6,173,0.5,Camera Matrimoniale con Bagno Privato Esterno ,104.12,no: city tax € 24 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/b-amp-b-anturium.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,2,"Nènè House Roma-Farfalla, appartamento in comune",guesthouse,,6.5,4,0.9,Camera Matrimoniale con Bagno Privato,104.24,no: city tax € 20 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/nene-house-roma-farfalla.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,3,"Nènè House Roma-Cuore, appartamento in comune",guesthouse,4T,9.1,9,0.9,Camera Matrimoniale con Bagno Privato,110.86,no: city tax € 20 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/nene-house-roma.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,4,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,123.60,no: city tax € 28 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,5,Locanda Miccheletto,guesthouse,,9.2,96,0.9,Camera Matrimoniale Standard,123.76,no: city tax € 28 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/locanda-miccheletto.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,6,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,124.09,no: city tax € 28 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,7,DOMUS REMO Room #1,guesthouse,4T,9.1,31,0.45,Camera Tripla con Bagno Privato,124.26,yes,no,no,https://www.booking.com/hotel/it/domus-remo-rooms.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-24,2026-11-26,2,2,8,"BEDS&ROOMS TIBURTINA- Rooms, Camere private",guesthouse,4T,8.8,106,0.2,Camera Matrimoniale con Bagno Privato,133.27,yes,no,no,https://www.booking.com/hotel/it/beds-amp-rooms-tiburtina-rooms.it.html?checkin=2026-11-24&checkout=2026-11-26&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:26:46.978Z
2026-11-25,2026-11-27,2,2,1,21 Aprile Accommodation,guesthouse,4T,7.9,785,1.4,Camera Matrimoniale Economy,89.34,no: city tax € 24 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/21-aprile-accommodation.it.html?checkin=2026-11-25&checkout=2026-11-27&group_adults=2&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T13:27:25.375Z
